"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"417",KGZ,Kyrgyz Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","149.782"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"418",LAO,Lao People's Democratic Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","121.603"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"422",LBN,Lebanese Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","131.946"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"426",LSO,Lesotho,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","115.859"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"428",LVA,Latvia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","131.733"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"430",LBR,Liberia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","98.997"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"434",LBY,Libya,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","141.204"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"440",LTU,Lithuania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","133.579"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"442",LUX,Luxembourg,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","121.196"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"446",MAC,"Macao, China","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","165.853"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"450",MDG,Madagascar,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","135.814"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"454",MWI,Malawi,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","108.967"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"458",MYS,Malaysia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","125.348"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"462",MDV,Maldives,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","140.056"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"466",MLI,Mali,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","127.853"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"470",MLT,Malta,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","131.441"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"478",MRT,Mauritania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","129.621"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"480",MUS,Mauritius,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","121.847"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"484",MEX,Mexico,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","132.847"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"496",MNG,Mongolia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","129.245"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"498",MDA,"Moldova, Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","132.51"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"500",MSR,Montserrat,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","119.22"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"504",MAR,Morocco,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","132.404"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"508",MOZ,Mozambique,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","133.226"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"512",OMN,Oman,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","106.514"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"516",NAM,Namibia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","119.389"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"520",NRU,Nauru,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","97.826"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"524",NPL,Nepal,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","188.949"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"528",NLD,Netherlands,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","127.213"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"531",CUW,Curaçao,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","99.583"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"533",ABW,"Aruba, the Netherlands with respect to","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","115.243"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"534",SXM,Saint Martin,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","135.427"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"540",NCL,New Caledonia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","107.291"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"548",VUT,Vanuatu,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","106.817"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"554",NZL,New Zealand,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","133.134"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"558",NIC,Nicaragua,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","144.261"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"562",NER,Niger,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","108.759"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"566",NGA,Nigeria,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","134.862"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"570",NIU,Niue,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","163.018"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"578",NOR,Norway,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","121.044"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"580",MNP,Northern Mariana Islands,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","57.692"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"583",FSM,"Micronesia, Federated States of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","79.126"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"584",MHL,Marshall Islands,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","106.667"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"585",PLW,Palau,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","134.123"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"586",PAK,Pakistan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","158.241"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"591",PAN,Panama,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","139.118"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"598",PNG,Papua New Guinea,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","92.145"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"600",PRY,Paraguay,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","132.716"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"604",PER,Peru,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","140.661"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"608",PHL,Philippines,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","136.499"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"616",POL,Poland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","129.323"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"620",PRT,Portugal,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","125.118"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"624",GNB,Guinea-Bissau,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","123.063"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"626",TLS,Timor-Leste,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","139.526"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"634",QAT,Qatar,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","107.982"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"642",ROM,Romania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","126.15"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"643",RUS,Russian Federation,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","126.826"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"646",RWA,Rwanda,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","113.853"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"659",KNA,Saint Kitts and Nevis,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","80.127"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"662",LCA,Saint Lucia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","153.431"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"666",SPM,Saint Pierre and Miquelon,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","121.766"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"670",VCT,Saint Vincent and the Grenadines,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","102.215"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"678",STP,Sao Tomé and Principe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","107.132"
Merchandise trade - indices and prices,ITS_MTP_AM,Merchandise import value chained indices - annual,"682",SAU,"Saudi Arabia, Kingdom of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","112.325"
